Generated by pymatgen.io.lammps.data.LammpsData

168  atoms

  2  atom types

0.000000 28.553120  xlo xhi
0.000000 28.553120  ylo yhi
0.000000 28.553120  zlo zhi
0.000000 0.000000 0.000000  xy xz yz

Masses

1  55.847000
2  30.973762

Atoms

1     2  1 28.511980 28.511980 28.511980
2     2  1  0.001546  0.001546  2.855203
3     2  1  0.000076  0.000076  5.710840
8     2  1  0.000076  0.000076 19.986968
9     2  1  0.001546  0.001546 22.842605
10    2  1 28.511980 28.511980 25.738948
11    2  1  0.001546  2.855203  0.001546
12    2  1 28.552699  2.851670  2.851670
19    2  1 28.552699  2.851670 22.846138
20    2  1  0.001546  2.855203 25.696262
21    2  1  0.000076  5.710840  0.000076
30    2  1  0.000076  5.710840 25.697732
71    2  1  0.000076 19.986968  0.000076
80    2  1  0.000076 19.986968 25.697732
81    2  1  0.001546 22.842605  0.001546
82    2  1 28.552699 22.846138  2.851670
89    2  1 28.552699 22.846138 22.846138
90    2  1  0.001546 22.842605 25.696262
91    2  1 28.511980 25.738948 28.511980
92    2  1  0.001546 25.696262  2.855203
93    2  1  0.000076 25.697732  5.710840
98    2  1  0.000076 25.697732 19.986968
99    2  1  0.001546 25.696262 22.842605
100   2  1 28.511980 25.738948 25.738948
101   2  1  2.855203  0.001546  0.001546
102   2  1  2.851670 28.552699  2.851670
109   2  1  2.851670 28.552699 22.846138
110   2  1  2.855203  0.001546 25.696262
111   2  1  2.851670  2.851670 28.552699
112   1  1  2.848824  2.848824  2.848824
119   2  1  2.848824  2.848824 22.848984
120   2  1  2.851670  2.851670 25.698229
181   2  1  2.851670 22.846138 28.552699
182   2  1  2.848824 22.848984  2.848824
189   2  1  2.848824 22.848984 22.848984
190   2  1  2.851670 22.846138 25.698229
191   2  1  2.855203 25.696262  0.001546
192   2  1  2.851670 25.698229  2.851670
199   2  1  2.851670 25.698229 22.846138
200   2  1  2.855203 25.696262 25.696262
201   2  1  5.710840  0.000076  0.000076
210   2  1  5.710840  0.000076 25.697732
291   2  1  5.710840 25.697732  0.000076
300   2  1  5.710840 25.697732 25.697732
701   2  1 19.986968  0.000076  0.000076
710   2  1 19.986968  0.000076 25.697732
791   2  1 19.986968 25.697732  0.000076
800   2  1 19.986968 25.697732 25.697732
801   2  1 22.842605  0.001546  0.001546
802   2  1 22.846138 28.552699  2.851670
809   2  1 22.846138 28.552699 22.846138
810   2  1 22.842605  0.001546 25.696262
811   2  1 22.846138  2.851670 28.552699
812   2  1 22.848984  2.848824  2.848824
819   2  1 22.848984  2.848824 22.848984
820   2  1 22.846138  2.851670 25.698229
881   2  1 22.846138 22.846138 28.552699
882   2  1 22.848984 22.848984  2.848824
889   1  1 22.848984 22.848984 22.848984
890   2  1 22.846138 22.846138 25.698229
891   2  1 22.842605 25.696262  0.001546
892   2  1 22.846138 25.698229  2.851670
899   2  1 22.846138 25.698229 22.846138
900   2  1 22.842605 25.696262 25.696262
901   2  1 25.738948 28.511980 28.511980
902   2  1 25.696262  0.001546  2.855203
903   2  1 25.697732  0.000076  5.710840
908   2  1 25.697732  0.000076 19.986968
909   2  1 25.696262  0.001546 22.842605
910   2  1 25.738948 28.511980 25.738948
911   2  1 25.696262  2.855203  0.001546
912   2  1 25.698229  2.851670  2.851670
919   2  1 25.698229  2.851670 22.846138
920   2  1 25.696262  2.855203 25.696262
921   2  1 25.697732  5.710840  0.000076
930   2  1 25.697732  5.710840 25.697732
971   2  1 25.697732 19.986968  0.000076
980   2  1 25.697732 19.986968 25.697732
981   2  1 25.696262 22.842605  0.001546
982   2  1 25.698229 22.846138  2.851670
989   2  1 25.698229 22.846138 22.846138
990   2  1 25.696262 22.842605 25.696262
991   2  1 25.738948 25.738948 28.511980
992   2  1 25.696262 25.696262  2.855203
993   2  1 25.697732 25.697732  5.710840
998   2  1 25.697732 25.697732 19.986968
999   2  1 25.696262 25.696262 22.842605
1000  2  1 25.738948 25.738948 25.738948
1001  2  1  1.411850  1.411850  1.411850
1002  2  1  1.426787  1.426787  4.281728
1008  2  1  1.426787  1.426787 21.416080
1009  2  1  1.411850  1.411850 24.285958
1010  2  1  1.421104  1.421104 27.125464
1011  2  1  1.426787  4.281728  1.426787
1019  2  1  1.426787  4.281728 24.271021
1020  2  1  1.426842  4.282052 27.125464
1071  2  1  1.426787 21.416080  1.426787
1079  2  1  1.426787 21.416080 24.271021
1080  2  1  1.426842 21.415756 27.125464
1081  2  1  1.411850 24.285958  1.411850
1082  2  1  1.426787 24.271021  4.281728
1088  2  1  1.426787 24.271021 21.416080
1089  2  1  1.411850 24.285958 24.285958
1090  2  1  1.421104 24.276704 27.125464
1091  2  1  1.421104 27.125464  1.421104
1092  2  1  1.426842 27.125464  4.282052
1098  2  1  1.426842 27.125464 21.415756
1099  2  1  1.421104 27.125464 24.276704
1100  2  1  1.466602 27.125464 27.125464
1101  2  1  4.281728  1.426787  1.426787
